YEAR,MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,FL_NUM,ORIGIN,DEST,ARR_DELAY,CANCELLED,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY
2017,1,7,2017/1/1,AA,381,JFK,LAX,39,0,350,2475,0,0
2017,1,1,2017/1/2,AA,381,JFK,LAX,-15,0,362,2475,0,0
2017,1,2,2017/1/3,AA,381,JFK,LAX,15,0,384,2475,0,0
2017,1,3,2017/1/4,AA,381,JFK,LAX,11,0,374,2475,0,0
2017,1,4,2017/1/5,AA,381,JFK,LAX,30,0,362,2475,0,0
2017,1,5,2017/1/6,AA,381,JFK,LAX,2,0,352,2475,0,0
2017,1,6,2017/1/7,AA,381,JFK,LAX,133,0,357,2475,0,90
2017,1,7,2017/1/8,AA,381,JFK,LAX,26,0,356,2475,0,24
2017,1,7,2017/1/1,B6,1323,JFK,LAX,33,0,364,2475,17,0
2017,1,1,2017/1/2,B6,1323,JFK,LAX,138,0,367,2475,89,0
2017,1,2,2017/1/3,B6,1323,JFK,LAX,36,0,371,2475,14,0
2017,1,3,2017/1/4,B6,1323,JFK,LAX,10,0,365,2475,0,0
2017,1,4,2017/1/5,B6,1323,JFK,LAX,30,0,361,2475,0,0
2017,1,5,2017/1/6,B6,1323,JFK,LAX,-1,0,361,2475,0,0
2017,1,6,2017/1/7,B6,1323,JFK,LAX,97,0,348,2475,0,51
2017,1,7,2017/1/8,B6,1323,JFK,LAX,193,0,357,2475,18,0
2017,1,1,2017/1/9,B6,1323,JFK,LAX,18,0,360,2475,17,0
2017,1,2,2017/1/10,B6,1323,JFK,LAX,47,0,381,2475,11,0
2017,1,3,2017/1/11,B6,1323,JFK,LAX,10,0,372,2475,0,0
2017,1,4,2017/1/12,B6,1323,JFK,LAX,6,0,362,2475,0,0
2017,1,5,2017/1/13,B6,1323,JFK,LAX,21,0,344,2475,21,0
2017,1,6,2017/1/14,B6,1323,JFK,LAX,54,0,345,2475,46,0
2017,1,7,2017/1/15,B6,1323,JFK,LAX,-34,0,329,2475,0,0
2017,1,1,2017/1/16,B6,1323,JFK,LAX,-6,0,323,2475,0,0
2017,1,2,2017/1/17,B6,1323,JFK,LAX,78,0,298,2475,78,0
2017,1,3,2017/1/18,B6,1323,JFK,LAX,-6,0,322,2475,0,0
2017,1,4,2017/1/19,B6,1323,JFK,LAX,-27,0,335,2475,0,0
2017,1,5,2017/1/20,B6,1323,JFK,LAX,49,0,333,2475,46,0
2017,1,6,2017/1/21,B6,1323,JFK,LAX,4,0,355,2475,0,0
2017,1,7,2017/1/22,B6,1323,JFK,LAX,28,0,366,2475,0,0
2017,1,1,2017/1/23,B6,1323,JFK,LAX,15,0,347,2475,0,0
2017,1,2,2017/1/24,B6,1323,JFK,LAX,44,0,341,2475,0,0
2017,1,3,2017/1/25,B6,1323,JFK,LAX,-11,0,348,2475,0,0
2017,1,4,2017/1/26,B6,1323,JFK,LAX,-4,0,318,2475,0,0
2017,1,5,2017/1/27,B6,1323,JFK,LAX,-43,0,309,2475,0,0
2017,1,6,2017/1/28,B6,1323,JFK,LAX,-43,0,311,2475,0,0
2017,1,7,2017/1/29,B6,1323,JFK,LAX,-37,0,324,2475,0,0
2017,1,1,2017/1/30,B6,1323,JFK,LAX,-21,0,337,2475,0,0
2017,1,2,2017/1/31,B6,1323,JFK,LAX,-2,0,347,2475,0,0
2017,1,7,2017/1/1,B6,1415,JFK,SFO,10,0,383,2586,0,0
2017,1,1,2017/1/2,B6,1415,JFK,SFO,108,0,394,2586,11,0
2017,1,2,2017/1/3,B6,1415,JFK,SFO,214,0,371,2586,0,0
2017,1,3,2017/1/4,B6,1415,JFK,SFO,21,0,371,2586,14,0
2017,1,4,2017/1/5,B6,1415,JFK,SFO,-9,0,363,2586,0,0
2017,1,5,2017/1/6,B6,1415,JFK,SFO,22,0,376,2586,22,0
2017,1,6,2017/1/7,B6,1415,JFK,SFO,173,0,378,2586,0,131
2017,1,7,2017/1/8,B6,1415,JFK,SFO,144,0,385,2586,22,0
2017,1,1,2017/1/9,B6,1415,JFK,SFO,15,0,384,2586,0,0
2017,1,2,2017/1/10,B6,1415,JFK,SFO,46,0,409,2586,0,0
2017,1,3,2017/1/11,B6,1415,JFK,SFO,14,0,383,2586,0,0
2017,1,4,2017/1/12,B6,1415,JFK,SFO,29,0,381,2586,21,0
2017,1,5,2017/1/13,B6,1415,JFK,SFO,-1,0,362,2586,0,0
2017,1,6,2017/1/14,B6,1415,JFK,SFO,35,0,361,2586,0,31
2017,1,7,2017/1/15,B6,1415,JFK,SFO,-31,0,342,2586,0,0
2017,1,1,2017/1/16,B6,1415,JFK,SFO,-28,0,335,2586,0,0
2017,1,2,2017/1/17,B6,1415,JFK,SFO,-43,0,318,2586,0,0
2017,1,3,2017/1/18,B6,1415,JFK,SFO,3,0,334,2586,0,0
2017,1,4,2017/1/19,B6,1415,JFK,SFO,-46,0,337,2586,0,0
2017,1,5,2017/1/20,B6,1415,JFK,SFO,-24,0,332,2586,0,0
2017,1,6,2017/1/21,B6,1415,JFK,SFO,35,0,360,2586,0,0
2017,1,7,2017/1/22,B6,1415,JFK,SFO,23,0,385,2586,0,0
2017,1,1,2017/1/23,B6,1415,JFK,SFO,-12,0,338,2586,0,0
2017,1,2,2017/1/24,B6,1415,JFK,SFO,-20,0,342,2586,0,0
2017,1,3,2017/1/25,B6,1415,JFK,SFO,31,0,346,2586,5,0
2017,1,4,2017/1/26,B6,1415,JFK,SFO,-19,0,321,2586,0,0
2017,1,5,2017/1/27,B6,1415,JFK,SFO,-40,0,327,2586,0,0
2017,1,6,2017/1/28,B6,1415,JFK,SFO,-45,0,324,2586,0,0
2017,1,7,2017/1/29,B6,1415,JFK,SFO,-25,0,339,2586,0,0
2017,1,1,2017/1/30,B6,1415,JFK,SFO,-21,0,355,2586,0,0
2017,1,2,2017/1/31,B6,1415,JFK,SFO,-2,0,382,2586,0,0
2017,1,7,2017/1/1,B6,1715,JFK,SFO,16,0,390,2586,1,0
2017,1,1,2017/1/2,B6,1715,JFK,SFO,44,0,390,2586,31,0
2017,1,4,2017/1/5,B6,1715,JFK,SFO,30,0,361,2586,9,0
2017,1,5,2017/1/6,B6,1715,JFK,SFO,57,0,384,2586,17,0
2017,1,6,2017/1/7,B6,1715,JFK,SFO,254,0,386,2586,0,22
2017,1,7,2017/1/8,B6,1715,JFK,SFO,72,0,384,2586,19,0
2017,1,1,2017/1/9,B6,1715,JFK,SFO,144,0,391,2586,13,0
2017,1,4,2017/1/12,B6,1715,JFK,SFO,32,0,379,2586,9,0
2017,1,5,2017/1/13,B6,1715,JFK,SFO,11,0,369,2586,0,0
2017,1,6,2017/1/14,B6,1715,JFK,SFO,10,0,370,2586,0,0
2017,1,7,2017/1/15,B6,1715,JFK,SFO,-33,0,341,2586,0,0
2017,1,1,2017/1/16,B6,1715,JFK,SFO,-45,0,324,2586,0,0
2017,1,4,2017/1/19,B6,1715,JFK,SFO,-50,0,333,2586,0,0
2017,1,5,2017/1/20,B6,1715,JFK,SFO,-11,0,337,2586,0,0
2017,1,6,2017/1/21,B6,1715,JFK,SFO,-20,0,365,2586,0,0
2017,1,7,2017/1/22,B6,1715,JFK,SFO,19,0,368,2586,0,19
2017,1,1,2017/1/23,B6,1715,JFK,SFO,-19,0,338,2586,0,0
2017,1,4,2017/1/26,B6,1715,JFK,SFO,-35,0,325,2586,0,0
2017,1,5,2017/1/27,B6,1715,JFK,SFO,-44,0,320,2586,0,0
2017,1,6,2017/1/28,B6,1715,JFK,SFO,-34,0,326,2586,0,0
2017,1,7,2017/1/29,B6,1715,JFK,SFO,-21,0,339,2586,0,0
2017,1,1,2017/1/30,B6,1715,JFK,SFO,-26,0,354,2586,0,0
2017,1,7,2017/1/1,B6,1716,SFO,JFK,-21,0,275,2586,0,0
2017,1,1,2017/1/2,B6,1716,SFO,JFK,118,0,283,2586,4,0
2017,1,2,2017/1/3,B6,1716,SFO,JFK,258,0,278,2586,68,0
2017,1,3,2017/1/4,B6,1716,SFO,JFK,-15,0,273,2586,0,0
2017,1,4,2017/1/5,B6,1716,SFO,JFK,-22,0,286,2586,0,0
2017,1,5,2017/1/6,B6,1716,SFO,JFK,44,0,284,2586,15,0
2017,1,6,2017/1/7,B6,1716,SFO,JFK,165,0,278,2586,0,0
2017,1,7,2017/1/8,B6,1716,SFO,JFK,-22,0,271,2586,0,0
2017,1,1,2017/1/9,B6,1716,SFO,JFK,1,0,274,2586,0,0
2017,1,2,2017/1/10,B6,1716,SFO,JFK,44,0,263,2586,7,0
2017,1,3,2017/1/11,B6,1716,SFO,JFK,15,0,275,2586,2,0
2017,1,4,2017/1/12,B6,1716,SFO,JFK,-9,0,270,2586,0,0
2017,1,5,2017/1/13,B6,1716,SFO,JFK,-5,0,275,2586,0,0
2017,1,6,2017/1/14,B6,1716,SFO,JFK,-12,0,282,2586,0,0
2017,1,7,2017/1/15,B6,1716,SFO,JFK,-10,0,302,2586,0,0
2017,1,1,2017/1/16,B6,1716,SFO,JFK,16,0,319,2586,0,0
2017,1,2,2017/1/17,B6,1716,SFO,JFK,-3,0,315,2586,0,0
2017,1,3,2017/1/18,B6,1716,SFO,JFK,22,0,303,2586,21,0
2017,1,4,2017/1/19,B6,1716,SFO,JFK,14,0,309,2586,0,0
2017,1,5,2017/1/20,B6,1716,SFO,JFK,17,0,296,2586,12,0
2017,1,6,2017/1/21,B6,1716,SFO,JFK,-6,0,292,2586,0,0
2017,1,7,2017/1/22,B6,1716,SFO,JFK,-9,0,276,2586,0,0
2017,1,1,2017/1/23,B6,1716,SFO,JFK,-4,0,292,2586,0,0
2017,1,2,2017/1/24,B6,1716,SFO,JFK,-17,0,283,2586,0,0
2017,1,3,2017/1/25,B6,1716,SFO,JFK,-8,0,294,2586,0,0
2017,1,4,2017/1/26,B6,1716,SFO,JFK,30,0,330,2586,0,0
2017,1,5,2017/1/27,B6,1716,SFO,JFK,8,0,314,2586,0,0
2017,1,6,2017/1/28,B6,1716,SFO,JFK,4,0,313,2586,0,0
2017,1,7,2017/1/29,B6,1716,SFO,JFK,68,0,298,2586,49,0
2017,1,1,2017/1/30,B6,1716,SFO,JFK,-35,0,281,2586,0,0
2017,1,2,2017/1/31,B6,1716,SFO,JFK,-26,0,268,2586,0,0
2017,1,7,2017/1/8,DL,2040,SFO,JFK,324,0,262,2586,0,23
2017,1,7,2017/1/8,DL,2240,SFO,JFK,228,0,261,2586,0,2
2017,1,7,2017/1/8,DL,2262,LAX,JFK,185,0,276,2475,0,0
2017,1,7,2017/1/8,DL,2362,LAX,JFK,125,0,275,2475,0,0
2017,1,1,2017/1/9,DL,40,LAX,JFK,9,0,301,2475,0,0
2017,1,1,2017/1/9,DL,41,JFK,LAX,-10,0,333,2475,0,0
2017,1,1,2017/1/9,DL,44,LAX,JFK,40,0,283,2475,12,0
2017,1,1,2017/1/9,DL,267,SFO,JFK,24,0,273,2586,3,0
2017,1,1,2017/1/9,DL,418,SFO,JFK,-18,0,297,2586,0,0
2017,1,1,2017/1/9,DL,419,JFK,SFO,33,0,408,2586,0,7
2017,1,1,2017/1/9,DL,422,JFK,LAX,156,0,349,2475,0,0
2017,1,1,2017/1/9,DL,423,JFK,LAX,13,0,352,2475,0,0
2017,1,1,2017/1/9,DL,424,JFK,LAX,36,0,361,2475,23,0
2017,1,1,2017/1/9,DL,425,JFK,SFO,50,0,397,2586,6,0
2017,1,1,2017/1/9,DL,430,JFK,SFO,17,0,393,2586,0,0
2017,1,1,2017/1/9,DL,434,JFK,SFO,39,0,415,2586,0,0
2017,1,1,2017/1/9,DL,439,JFK,LAX,9,0,354,2475,0,0
2017,1,1,2017/1/9,DL,443,JFK,SFO,11,0,386,2586,0,0
2017,1,1,2017/1/9,DL,447,JFK,LAX,33,0,355,2475,0,0
2017,1,1,2017/1/9,DL,453,JFK,LAX,66,0,381,2475,0,35
2017,1,1,2017/1/9,DL,458,JFK,LAX,68,0,347,2475,0,0
2017,1,1,2017/1/9,DL,459,JFK,SFO,35,0,395,2586,0,11
2017,1,1,2017/1/9,DL,472,JFK,LAX,50,0,384,2475,0,0
2017,1,1,2017/1/9,DL,488,JFK,SFO,52,0,405,2586,0,25
2017,1,1,2017/1/9,DL,613,LAX,JFK,53,0,271,2475,50,0
2017,1,1,2017/1/9,DL,844,LAX,JFK,32,0,314,2475,11,0
2017,1,1,2017/1/9,DL,1162,LAX,JFK,-36,0,270,2475,0,0
2017,1,1,2017/1/9,DL,1391,SFO,JFK,60,0,270,2586,1,0
2017,1,1,2017/1/9,DL,1459,SFO,JFK,-9,0,273,2586,0,0
2017,1,1,2017/1/9,DL,1583,SFO,JFK,6,0,281,2586,0,0
2017,1,1,2017/1/9,DL,1650,LAX,JFK,-19,0,291,2475,0,0
2017,1,1,2017/1/9,DL,1776,LAX,JFK,-38,0,273,2475,0,0
2017,1,1,2017/1/9,DL,1777,LAX,SMF,14,0,71,373,0,0
2017,1,1,2017/1/9,DL,1777,SMF,LAX,3,0,57,373,0,0
2017,1,1,2017/1/9,DL,2040,SFO,JFK,9,0,269,2586,0,0
2017,1,1,2017/1/9,DL,2240,SFO,JFK,-25,0,271,2586,0,0
2017,1,1,2017/1/9,DL,2262,LAX,JFK,177,0,258,2475,57,0
2017,1,1,2017/1/9,DL,2362,LAX,JFK,18,0,265,2475,15,0
2017,1,2,2017/1/10,DL,40,LAX,JFK,-5,0,276,2475,0,0
2017,1,2,2017/1/10,DL,41,JFK,LAX,4,0,370,2475,0,0
2017,1,2,2017/1/10,DL,44,LAX,JFK,-16,0,273,2475,0,0
2017,1,2,2017/1/10,DL,225,LAX,SMF,40,0,67,373,3,0
2017,1,2,2017/1/10,DL,267,SFO,JFK,-17,0,273,2586,0,0
2017,1,2,2017/1/10,DL,408,JFK,LAX,8,0,369,2475,0,0
2017,1,2,2017/1/10,DL,418,SFO,JFK,-46,0,279,2586,0,0
2017,1,2,2017/1/10,DL,419,JFK,SFO,180,0,383,2586,0,0
2017,1,2,2017/1/10,DL,422,JFK,LAX,23,0,358,2475,11,0
2017,1,2,2017/1/10,DL,423,JFK,LAX,28,0,360,2475,0,0
2017,1,2,2017/1/10,DL,425,JFK,SFO,142,0,422,2586,0,0
2017,1,2,2017/1/10,DL,430,JFK,SFO,91,0,394,2586,0,0
2017,1,2,2017/1/10,DL,434,JFK,SFO,168,0,395,2586,0,0
2017,1,2,2017/1/10,DL,439,JFK,LAX,10,0,352,2475,0,0
2017,1,2,2017/1/10,DL,443,JFK,SFO,2,0,389,2586,0,0
2017,1,2,2017/1/10,DL,447,JFK,LAX,5,0,358,2475,0,0
2017,1,2,2017/1/10,DL,458,JFK,LAX,36,0,355,2475,8,0
2017,1,2,2017/1/10,DL,459,JFK,SFO,8,0,386,2586,0,0
2017,1,2,2017/1/10,DL,472,JFK,LAX,9,0,359,2475,0,0
2017,1,2,2017/1/10,DL,488,JFK,SFO,82,0,404,2586,0,0
2017,1,2,2017/1/10,DL,613,LAX,JFK,-8,0,268,2475,0,0
2017,1,2,2017/1/10,DL,844,LAX,JFK,-41,0,271,2475,0,0
2017,1,2,2017/1/10,DL,1162,LAX,JFK,-38,0,265,2475,0,0
2017,1,2,2017/1/10,DL,1391,SFO,JFK,152,0,282,2586,0,5
2017,1,2,2017/1/10,DL,1459,SFO,JFK,-35,0,282,2586,0,0
2017,1,2,2017/1/10,DL,1583,SFO,JFK,-30,0,275,2586,0,0
2017,1,2,2017/1/10,DL,1650,LAX,JFK,-32,0,286,2475,0,0
2017,1,2,2017/1/10,DL,1777,SMF,LAX,43,0,65,373,0,0
2017,1,2,2017/1/10,DL,2040,SFO,JFK,50,0,267,2586,0,1
2017,1,2,2017/1/10,DL,2240,SFO,JFK,107,0,266,2586,13,0
2017,1,2,2017/1/10,DL,2262,LAX,JFK,209,0,271,2475,192,0
2017,1,2,2017/1/10,DL,2362,LAX,JFK,20,0,272,2475,10,0
2017,1,3,2017/1/11,DL,40,LAX,JFK,-49,0,257,2475,0,0
2017,1,3,2017/1/11,DL,41,JFK,LAX,10,0,370,2475,0,0
2017,1,3,2017/1/11,DL,44,LAX,JFK,-10,0,255,2475,0,0
2017,1,3,2017/1/11,DL,225,LAX,SMF,-16,0,63,373,0,0
2017,1,3,2017/1/11,DL,267,SFO,JFK,-25,0,281,2586,0,0
2017,1,3,2017/1/11,DL,408,JFK,LAX,-1,0,356,2475,0,0
2017,1,3,2017/1/11,DL,418,SFO,JFK,-41,0,261,2586,0,0
2017,1,3,2017/1/11,DL,419,JFK,SFO,30,0,388,2586,0,0
2017,1,3,2017/1/11,DL,422,JFK,LAX,-18,0,355,2475,0,0
2017,1,3,2017/1/11,DL,423,JFK,LAX,-3,0,362,2475,0,0
2017,1,3,2017/1/11,DL,425,JFK,SFO,30,0,405,2586,0,0
2017,1,3,2017/1/11,DL,430,JFK,SFO,15,0,394,2586,0,0
2017,1,3,2017/1/11,DL,434,JFK,SFO,12,0,397,2586,0,0
2017,1,3,2017/1/11,DL,439,JFK,LAX,14,0,348,2475,0,0
2017,1,3,2017/1/11,DL,443,JFK,SFO,33,0,393,2586,15,0
2017,1,3,2017/1/11,DL,447,JFK,LAX,29,0,367,2475,0,0
2017,1,3,2017/1/11,DL,458,JFK,LAX,3,0,357,2475,0,0
2017,1,3,2017/1/11,DL,459,JFK,SFO,15,0,393,2586,0,0
2017,1,3,2017/1/11,DL,472,JFK,LAX,12,0,373,2475,0,0
2017,1,3,2017/1/11,DL,488,JFK,SFO,21,0,412,2586,0,0
2017,1,3,2017/1/11,DL,613,LAX,JFK,-42,0,255,2475,0,0
2017,1,3,2017/1/11,DL,844,LAX,JFK,-52,0,259,2475,0,0
2017,1,4,2017/1/5,OO,4900,LAX,SFO,100,0,69,337,0,88
2017,1,4,2017/1/5,OO,4901,SFO,LAX,-7,0,55,337,0,0
2017,1,4,2017/1/5,OO,4907,SFO,LAX,213,0,58,337,112,0
2017,1,4,2017/1/5,OO,4910,LAX,SFO,254,0,63,337,41,0
2017,1,4,2017/1/5,OO,4917,SFO,LAX,290,0,53,337,25,0
2017,1,4,2017/1/5,OO,5026,SMF,SFO,-9,0,32,86,0,0
2017,1,4,2017/1/5,OO,5041,SFO,SMF,-12,0,21,86,0,0
2017,1,4,2017/1/5,OO,5085,SMF,SFO,20,0,34,86,0,0
2017,1,4,2017/1/5,OO,5093,SFO,SMF,-1,0,19,86,0,0
2017,1,4,2017/1/5,OO,5094,SFO,SMF,-18,0,20,86,0,0
2017,1,4,2017/1/5,OO,5096,SFO,SMF,-17,0,20,86,0,0
2017,1,4,2017/1/5,OO,5097,SMF,SFO,104,0,30,86,0,0
2017,1,4,2017/1/5,OO,5150,SFO,SMF,115,0,19,86,103,0
2017,1,4,2017/1/5,OO,5153,SMF,SFO,-17,0,28,86,0,0
2017,1,4,2017/1/5,OO,5154,SMF,SFO,-20,0,27,86,0,0
2017,1,4,2017/1/5,OO,5445,SFO,LAX,-14,0,51,337,0,0
2017,1,4,2017/1/5,OO,5513,SMF,LAX,128,0,69,373,0,0
2017,1,4,2017/1/5,OO,5583,LAX,SMF,9,0,65,373,0,0
2017,1,4,2017/1/5,OO,5635,LAX,SMF,126,0,67,373,107,0
2017,1,4,2017/1/5,OO,5663,SMF,LAX,0,0,62,373,0,0
2017,1,5,2017/1/6,OO,4607,LAX,SMF,6,0,64,373,0,0
2017,1,5,2017/1/6,OO,4607,SMF,LAX,6,0,62,373,0,0
2017,1,5,2017/1/6,OO,4900,LAX,SFO,3,0,61,337,0,0
2017,1,5,2017/1/6,OO,4907,SFO,LAX,14,0,54,337,0,0
2017,1,5,2017/1/6,OO,5026,SMF,SFO,5,0,32,86,0,0
2017,1,5,2017/1/6,OO,5041,SFO,SMF,-17,0,18,86,0,0
2017,1,5,2017/1/6,OO,5085,SMF,SFO,5,0,28,86,0,0
2017,1,5,2017/1/6,OO,5093,SFO,SMF,-6,0,21,86,0,0
2017,1,5,2017/1/6,OO,5094,SFO,SMF,-3,0,18,86,0,0
2017,1,5,2017/1/6,OO,5096,SFO,SMF,67,0,21,86,0,0
2017,1,5,2017/1/6,OO,5097,SMF,SFO,-4,0,33,86,0,0
2017,1,5,2017/1/6,OO,5150,SFO,SMF,9,0,18,86,0,0
2017,1,5,2017/1/6,OO,5153,SMF,SFO,-22,0,24,86,0,0
2017,1,5,2017/1/6,OO,5154,SMF,SFO,25,0,47,86,0,0
2017,1,5,2017/1/6,OO,5445,SFO,LAX,-10,0,48,337,0,0
2017,1,5,2017/1/6,OO,5513,SMF,LAX,46,0,65,373,0,0
2017,1,5,2017/1/6,OO,5583,LAX,SMF,4,0,61,373,0,0
2017,1,5,2017/1/6,OO,5635,LAX,SMF,-19,0,67,373,0,0
2017,1,5,2017/1/6,OO,5663,SMF,LAX,-11,0,61,373,0,0
2017,1,6,2017/1/7,OO,3542,SMF,LAX,31,0,63,373,0,0
2017,1,6,2017/1/7,OO,3544,LAX,SMF,19,0,67,373,12,0
2017,1,6,2017/1/7,OO,3544,SMF,LAX,50,0,60,373,31,0
2017,1,6,2017/1/7,OO,4671,LAX,SMF,6,0,68,373,0,0
2017,1,6,2017/1/7,OO,4901,SFO,LAX,16,0,52,337,16,0
2017,1,6,2017/1/7,OO,4904,LAX,SFO,62,0,98,337,0,20
2017,1,6,2017/1/7,OO,4906,LAX,SFO,241,0,63,337,0,0
2017,1,6,2017/1/7,OO,4907,SFO,LAX,23,0,57,337,0,0
2017,1,6,2017/1/7,OO,4908,LAX,SFO,91,0,62,337,39,0
2017,1,6,2017/1/7,OO,4911,SFO,LAX,30,0,55,337,0,0
2017,1,6,2017/1/7,OO,4914,LAX,SFO,60,0,67,337,0,35
2017,1,6,2017/1/7,OO,4915,SFO,LAX,223,0,53,337,0,0
2017,1,6,2017/1/7,OO,4920,LAX,SFO,24,0,75,337,0,0
2017,1,6,2017/1/7,OO,4921,SFO,LAX,160,0,54,337,0,0
2017,1,6,2017/1/7,OO,4926,LAX,SFO,119,0,69,337,0,66
2017,1,6,2017/1/7,OO,4927,SFO,LAX,34,0,55,337,0,0
2017,1,6,2017/1/7,OO,5026,SMF,SFO,na,1,na,86,0,0
2017,1,6,2017/1/7,OO,5041,SFO,SMF,na,1,na,86,0,0
2017,1,6,2017/1/7,OO,5085,SMF,SFO,199,0,33,86,0,0
2017,1,6,2017/1/7,OO,5093,SFO,SMF,-23,0,17,86,0,0
2017,1,6,2017/1/7,OO,5094,SFO,SMF,-11,0,25,86,0,0
2017,1,6,2017/1/7,OO,5096,SFO,SMF,-2,0,28,86,0,0
2017,1,6,2017/1/7,OO,5097,SMF,SFO,82,0,39,86,0,0
2017,1,6,2017/1/7,OO,5150,SFO,SMF,na,1,na,86,0,0
2017,1,6,2017/1/7,OO,5153,SMF,SFO,-19,0,25,86,0,0
2017,1,6,2017/1/7,OO,5154,SMF,SFO,184,0,40,86,0,0
2017,1,6,2017/1/7,OO,5196,SFO,LAX,45,0,62,337,0,0
2017,1,6,2017/1/7,OO,5340,SFO,LAX,23,0,52,337,0,0
2017,1,6,2017/1/7,OO,5363,LAX,SFO,14,0,68,337,0,0
2017,1,6,2017/1/7,OO,5445,SFO,LAX,-13,0,52,337,0,0
2017,1,6,2017/1/7,OO,5513,SMF,LAX,43,0,63,373,0,0
2017,1,6,2017/1/7,OO,5635,LAX,SMF,23,0,68,373,10,0
2017,1,7,2017/1/8,OO,3542,SMF,LAX,2,0,74,373,0,0
2017,1,7,2017/1/8,OO,4671,LAX,SMF,22,0,74,373,1,0
2017,1,7,2017/1/8,OO,4902,LAX,SFO,3,0,74,337,0,0
2017,1,7,2017/1/8,OO,4903,SFO,LAX,-6,0,55,337,0,0
2017,1,7,2017/1/8,OO,4904,LAX,SFO,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4905,SFO,LAX,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4906,LAX,SFO,41,0,67,337,0,28
2017,1,7,2017/1/8,OO,4907,SFO,LAX,17,0,55,337,0,0
2017,1,7,2017/1/8,OO,4908,LAX,SFO,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4909,SFO,LAX,19,0,59,337,0,10
2017,1,7,2017/1/8,OO,4911,SFO,LAX,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4912,LAX,SFO,34,0,77,337,6,0
2017,1,7,2017/1/8,OO,4913,SFO,LAX,25,0,56,337,0,0
2017,1,7,2017/1/8,OO,4914,LAX,SFO,75,0,72,337,0,75
2017,1,7,2017/1/8,OO,4915,SFO,LAX,151,0,56,337,111,0
2017,1,7,2017/1/8,OO,4916,LAX,SFO,193,0,62,337,191,0
2017,1,7,2017/1/8,OO,4918,LAX,SFO,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4919,SFO,LAX,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4920,LAX,SFO,81,0,61,337,0,74
2017,1,7,2017/1/8,OO,4921,SFO,LAX,64,0,56,337,0,0
2017,1,7,2017/1/8,OO,4922,LAX,SFO,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4923,SFO,LAX,166,0,56,337,85,0
2017,1,7,2017/1/8,OO,4924,LAX,SFO,65,0,63,337,1,0
2017,1,7,2017/1/8,OO,4925,SFO,LAX,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,4926,LAX,SFO,173,0,53,337,0,0
2017,1,7,2017/1/8,OO,4927,SFO,LAX,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,5026,SMF,SFO,63,0,45,86,0,0
2017,1,7,2017/1/8,OO,5041,SFO,SMF,71,0,22,86,0,0
2017,1,7,2017/1/8,OO,5085,SMF,SFO,71,0,35,86,0,0
2017,1,7,2017/1/8,OO,5093,SFO,SMF,-2,0,26,86,0,0
2017,1,7,2017/1/8,OO,5094,SFO,SMF,51,0,25,86,0,0
2017,1,7,2017/1/8,OO,5096,SFO,SMF,na,1,na,86,0,0
2017,1,7,2017/1/8,OO,5097,SMF,SFO,na,1,na,86,0,0
2017,1,7,2017/1/8,OO,5150,SFO,SMF,na,1,na,86,0,0
2017,1,7,2017/1/8,OO,5153,SMF,SFO,-13,0,25,86,0,0
2017,1,7,2017/1/8,OO,5154,SMF,SFO,na,1,na,86,0,0
2017,1,7,2017/1/8,OO,5445,SFO,LAX,na,1,na,337,0,0
2017,1,7,2017/1/8,OO,5513,SMF,LAX,-4,0,67,373,0,0
2017,1,7,2017/1/8,OO,5583,LAX,SMF,56,0,63,373,0,0
2017,1,7,2017/1/8,OO,5635,LAX,SMF,3,0,69,373,0,0
2017,1,7,2017/1/8,OO,5663,SMF,LAX,46,0,64,373,0,0
2017,1,1,2017/1/9,OO,3018,LAX,SMF,67,0,69,373,0,0
2017,1,1,2017/1/9,OO,3018,SMF,LAX,69,0,61,373,0,0
2017,1,1,2017/1/9,OO,3542,SMF,LAX,152,0,68,373,0,0
2017,1,1,2017/1/9,OO,3544,LAX,SMF,136,0,75,373,0,0
2017,1,1,2017/1/9,OO,3544,SMF,LAX,121,0,61,373,0,0
2017,1,1,2017/1/9,OO,4671,LAX,SMF,157,0,77,373,2,0
2017,1,2,2017/1/17,OO,3542,SMF,LAX,14,0,61,373,0,0
2017,1,2,2017/1/17,OO,3544,LAX,SMF,-9,0,65,373,0,0
2017,1,2,2017/1/17,OO,3544,SMF,LAX,9,0,60,373,0,0
2017,1,2,2017/1/17,OO,4671,LAX,SMF,46,0,70,373,24,0
2017,1,2,2017/1/17,OO,4900,LAX,SFO,-11,0,55,337,0,0
2017,1,2,2017/1/17,OO,4901,SFO,LAX,37,0,59,337,0,13
2017,1,2,2017/1/17,OO,4902,LAX,SFO,-7,0,63,337,0,0
2017,1,2,2017/1/17,OO,4903,SFO,LAX,40,0,54,337,0,0
